Tweets,good,bad
 i strongly suspect that i would love the work; i'll start pushing projects to github (and writing about them) within the next few weeks :),0,1
 i didn't know about it until your post it doesn't immediately strike me as woo - it just looks like a model to help people think about their inner experience but then i'm generally happy if people don't think they can manipulate quantum states with their minds ha,0,1
 all the best and worst places in parameter space,0,1
10/ i just realized that i forgot another major thing i do: i remove even small barriers between myself and things i want to do eg instead of deciding to study latin i see a book in latin on the table in front of me and just habitually pick it up and start reading it,0,1
for example a decision support ml algorithm based on cover letter/resume wording of past successful applicants can encode pernicious biases from past hiring while just scoring based on a few well-chosen metrics might help avoid the issue,1,0
 from ur tweets alone i’ve racked up 5346 utils,0,1
 if society had been made up only of me's robotics would have somehow been the very first technology developed before even the wheel because i basically am that agi :-|,0,1
"  yeah more small probabilities getting multiplied together

i know it's a common refrain that ""oh i'm so different it's harder for me"" but someone has to be right when they say this that person is me :-|",0,1
 i noticed they are using hueligans and wondered if they got it from me 😅,0,1
  solid advice i mean liquid,0,1
"is there some advantage to using jupyter notebook instead of just opening up a terminal and typing ""ipython""",1,0
 i want to lie on the floor too especially today,0,1
i can never remember whether i’ve put decaf in the coffee grinder; i’m basically running off the placebo effect y’all,1,0
"   quō usque tandem abūtēre catilīna pīpiātibus tuīs patientiā nostrā 

""pīpiātibus tuīs"" = with your tweets",0,1
" yeah saying ""flesh-sculpted cyborg"" tends not to go over well",0,1
 that would be overfit instead i have trained an ml model using regularization to mimic ur essence and programmed alexa with it :|,0,1
 yeah that makes sense,0,1
if a math model tells you to do evil stuff don't listen just say no,1,0
 sometimes i think this might be me as well,0,1
 yes that’s how we define it at the higher levels of jedi,0,1
  cognitive dissonance may be at work: “i don’t give anything to charity but i’m a good person someone who does must just be a signaling narcissist” etc,0,1
 yes when there’s a crosswalk counter my eyes are like 👀,0,1
" i’m passionate about rationality and decision making; i can talk peoples’ ears off about it 😅

i love finding/making useful abstractions to facilitate effective thinking these days i’m working on formulating different paradigms of systems thinking through category theory :)",0,1
i have swept the foul villainy of dirt from my apartment i know it will be back; i'll be ready,1,0
more python dammit til 7,0,1
"(5) the how to eat a burrito with dignity problem

not that i eat burritos just you know so other people can look dignified while eating burritos",0,1
 what is that is it like an electron orbital kind of into the 3p subshell myself,0,1
 which is a guy with a beard made of tentacles :-|,0,1
 pretty sure the daleks invented it,0,1
 i have a bag of holding that is full of them (sprinkles semicolons all around like the semicolon fairy that i am),0,1
having thought about this more i feel less certain the development projects i've been in involved fortran code that was badly written w/out even having version control that and my own fortran code where i tried to do too much for one person,0,1
 finally i understand where that tile piece came from; it'd been bugging me for years,0,1
i know that ai can do it better but i'm soft and filled with warm goo,1,0
aka tmpax,0,1
" omg that sounds yummy

to your question: only because it rhymes with huel haha",0,1
 hey this does look good thanks,0,1
  sometimes i use “focus like a laser beam”,0,1
 okay i'll attempt it for the next movie after batman 2022 :),0,1
 https://tco/djiuz44nxj,0,1
almost done grading tests; contemplating possible strategies to never grade another test again,1,0
" (checks mirror image)
nope and whew 😅",0,1
 we're all just basically copying each other :-|,0,1
 goals,0,1
hawking huel on latin twitter too https://tco/xtvoaxg0yp,0,1
 hmm i prefer for my job to involve me just being me and to choose my own hours :),0,1
 i’m working on an open source universe based on debian,0,1
i’m kinda surprised how little love network theory is getting huh,0,1
 omg your assistant is adorable,0,1
"some org is missing out on some killer decision support

and some woman on a killer gf fr fr",1,0
" once upon a time i wanted to become a translator but i was worried that ai would eventually turn it into ""correcting what google came up with"" this was especially true of the field i was thinking to enter: scientific and technical translation",0,1
 interesting i luv grep so i guess i’m about to find out,0,1
so according to the topic analysis i tweet about: people love latin ea twitter thinking python and decisions,0,1
  also pissed about this,0,1
" i guess from all my textbook experiences ""just a little pondering"" means i need to code something up or fill up only 1 or 2 sheets of paper with equations

also ""introduction"" seems to sometimes mean ""1800 page treatise""",0,1
  right and for any given finite number of clicks we specify in advance there will be some number of tests that will give such a result at least once by chance,0,1
 i like the idea of reframing in a self-cooperative way thanks,0,1
  no i am (while hobbling hunchbacked toward a bag of huel),0,1
 nicely written i’ve been trying to only adopt methodologies with time-tested track records often evidenced by journal articles detailing interventions their effects and criticisms thereof…,0,1
