Number of Likes,Tweets
1," i’m passionate about rationality and decision making; i can talk peoples’ ears off about it 😅

i love finding/making useful abstractions to facilitate effective thinking these days i’m working on formulating different paradigms of systems thinking through category theory :)"
4,i have swept the foul villainy of dirt from my apartment i know it will be back; i'll be ready
0,more python dammit til 7
3,"(5) the how to eat a burrito with dignity problem

not that i eat burritos just you know so other people can look dignified while eating burritos"
1, what is that is it like an electron orbital kind of into the 3p subshell myself
0, which is a guy with a beard made of tentacles :-|
1, pretty sure the daleks invented it
3, i have a bag of holding that is full of them (sprinkles semicolons all around like the semicolon fairy that i am)
0,having thought about this more i feel less certain the development projects i've been in involved fortran code that was badly written w/out even having version control that and my own fortran code where i tried to do too much for one person
2, finally i understand where that tile piece came from; it'd been bugging me for years
4,i know that ai can do it better but i'm soft and filled with warm goo
0,aka tmpax
1," omg that sounds yummy

to your question: only because it rhymes with huel haha"
2, hey this does look good thanks
3,  sometimes i use “focus like a laser beam”
0, okay i'll attempt it for the next movie after batman 2022 :)
3, https://tco/djiuz44nxj
5,almost done grading tests; contemplating possible strategies to never grade another test again
1," (checks mirror image)
nope and whew 😅"
0, we're all just basically copying each other :-|
1, goals
1,hawking huel on latin twitter too https://tco/xtvoaxg0yp
1, hmm i prefer for my job to involve me just being me and to choose my own hours :)
1, i’m working on an open source universe based on debian
1,i’m kinda surprised how little love network theory is getting huh
1, omg your assistant is adorable
6,"some org is missing out on some killer decision support

and some woman on a killer gf fr fr"
1," once upon a time i wanted to become a translator but i was worried that ai would eventually turn it into ""correcting what google came up with"" this was especially true of the field i was thinking to enter: scientific and technical translation"
1, interesting i luv grep so i guess i’m about to find out
3,so according to the topic analysis i tweet about: people love latin ea twitter thinking python and decisions
2,  also pissed about this
0," i guess from all my textbook experiences ""just a little pondering"" means i need to code something up or fill up only 1 or 2 sheets of paper with equations

also ""introduction"" seems to sometimes mean ""1800 page treatise"""
1,  right and for any given finite number of clicks we specify in advance there will be some number of tests that will give such a result at least once by chance
2, i like the idea of reframing in a self-cooperative way thanks
3,  no i am (while hobbling hunchbacked toward a bag of huel)
1, nicely written i’ve been trying to only adopt methodologies with time-tested track records often evidenced by journal articles detailing interventions their effects and criticisms thereof…
2,see if i were in charge we’d have had robotics before even having the wheel and today we’d all be going to work via remote-controlled robots
2,  i’m very glad to hear that :)
5,  it seems like i’ll just have to keep reading and thinking about it on controversial issues it often seems people state wildly opposing views with equal and absolute confidence i’m going to try hard to go at this like i imagine julia galef would
2,also by bad ea critiques
1," could be also we tend to overestimate both future pleasures and pains

https://tco/uo80jmgwrp"
1, and should twitter hire me 😅
2, yay that’s great :)
8,so i got all my tweets into a data frame using snscrape and then made a word cloud out of them; clearly i need to clean up the data a bit because it's just showing who i interact with the most 😅 https://tco/qnrv4ema0m
