,Unnamed: 0,Tweets
2483,2483, i wrote only to my circle about it i think i sat in a coffee shop with a sign that said “i want to talk to a stranger a day wanna help” and people were super kind and enthusiastic about it
2373,2373, that sounds plausible https://tco/llctxgxdiu
2293,2293,  this is partly why i ❤️ ea
3876,3876,"wonder where the “grass is greener” thing came from given the status quo bias… 

do some people have anti status quo bias is there a switch that makes us go from one to the other"
3096,3096,   it’s someone who sells products or services that are based on magical thinking neumann thought that consciousness is required to collapse the wave function; it led people to all kinds of strange beliefs about humans being able to manipulate matter with their thoughts
3243,3243,i forgot to put that i'm gay erm better fix that 😅
1311,1311,u know even if all hard decision making could be automated away tomorrow i would still want hard things to think about
1091,1091,being a cheez ball is a way not to die because cheez balls are filled with preservatives and are therefore immortal
31,31, practice :)
509,509, yeeeup :)
2041,2041," this is hard stuff and biting bullets hurts my teeth gonna head on over and read about preference utilitarianism and see what flavor those bullets are ha

it seems every ethical stance has lots of bullets to eat 😅"
3719,3719,"need a decision advisor hire me

https://tco/jzzffkfauv"
304,304,plz send 3 more copies of me thx
2013,2013,dreamily dreaming of dreamy stuffs possibly romantic okay definitely
1880,1880, wanna add like several more hearts to this
1330,1330, i haven’t so looking forward to it :)
955,955,i have been trained on the wrong data set help
3519,3519,   that's me after about 20% of the classes i teach
245,245, linux is my gf does that count
3667,3667, this might be silly but that one spiderman movie where he meets parallel universe versions of himself and they save the “bad” guys…
290,290, i'm thinking to eventually phase over to that right now i gotta focus on being able to get hired in the spring i think
3217,3217,  that might have put you in the right time window did you take a class on critical thinking in biology i taught it with iglika pavlova
271,271, ah those days of taking the lobster for a walk how i miss little lobsty
1232,1232, the sun is an evil nuclear furnace that must be destroyed
1209,1209, the real reason i am trying it out
395,395,an hr ago is was tampax :|
2799,2799,a journal did that to me once too; i went to a different journal puhleez https://tco/qi1theyrh0
3187,3187,  grrrrr i say
3502,3502,  that makes me happy because it's what i already try to do with the systems thinking approaches 😁
1050,1050,re everyone being heard: facilitator skills can help as well as setting limits on the amount of time anyone can hold the floor
3357,3357,do people use zoom more than google meet if so why is that
1890,1890,  when i become ruler of australia i’m going to have our gdp reported as $10^500
1448,1448,"3/ who:

- is collaborative caring works well with people and wants to be part of a team but who

- is at the same time very introverted and needs a lot of time alone"
2879,2879, it sounds like you're saying and correct me if i'm wrong that i can only treat awkwardness in a funny way because i come from a privileged position i don't deny being in such a position but what is the take home message i kind of need humor not to die and stuff
3021,3021,"this cynefin thingie is kinda neat at first i thought it was a new headache pill but then found out that it's pronounced kuh-nev-in

https://tco/d0ixcfiy3i"
323,323,landau and lifshitz vol 1👌
176,176,like try pitching ur best one at a room of peeps who don't know u versus a room of ppl who already like u
2406,2406,  all i have to say is own that damn shrimp suit swagger man swagger
3664,3664, also they prolly should use a logarithmic scale :-|
1177,1177,one time my friends shamed me out of using arch linux: wut u think ur better than us
3976,3976," initially i was thinking ""decision scientist"" so having a second on that is helpful thanks it's also good to know that there are people who aren't put off by the idea of getting help in that area"
2252,2252, 1/ so in ancient times the god vulcanus had figured out how to make robots that think for themselves but he was a god and stuff so it wasn't much help to humans later tho this super smart guy named alan turing invented a test that  i keep failing
2323,2323,with kisses on the side plz
3082,3082, good conversation starter
2127,2127, ah don’t say that i would owe people millions
182,182, i would be a pretty decent fighter :)
3596,3596,  yeah i’m on team red too
1539,1539,  i have been trying to learn everything in it; when i’ve gotten stuck i’ve gone and read ch 1 of the relevant other book 😅
3019,3019,  i mean just look at that otter: it could be thinking anything
2194,2194, this looks like a nice place to do an internship i wonder if we would get to lure unsuspecting sailors to their dooms
