,Date Created,Number of Likes,Source of Tweet,Tweets
2187,2022-10-08 16:40:43+00:00,1,Twitter Web App,"@absurdlymax actually just lived off Ramen noodles, cheetos, and Dr Pepper (back before I became militantly anti-sugar)"
2188,2022-10-08 16:38:45+00:00,1,Twitter Web App,@absurdlymax damn you're right. holy shit i had to actually cook things
2189,2022-10-08 16:36:23+00:00,1,Twitter Web App,"@absurdlymax Yeah, and back then we couldn't even tweet to each other; honestly don't know how we survived"
2190,2022-10-08 16:31:02+00:00,1,Twitter Web App,"@absurdlymax I had one prof who gave us all 20% on our term papers and told us to edit them; after we did that he gave us all 80% :-\

Like, did he not know that we talk to each other?"
2191,2022-10-08 16:29:29+00:00,1,Twitter Web App,@absurdlymax if I had student grading minions I would buy them pizza tho
2192,2022-10-08 16:28:05+00:00,1,Twitter Web App,@absurdlymax Oh if only I did! It's just me here on this little boat piled high with things to grade
2193,2022-10-08 16:26:01+00:00,0,Twitter Web App,@joe_zimmerman 😱😱😱😱😱
2194,2022-10-08 16:24:29+00:00,4,Twitter Web App,If AGI murders me at least I won't have to grade tests anymore
2195,2022-10-08 16:22:09+00:00,4,Twitter Web App,Grading tests at a rate of about 1 problem graded/5 min because I just can't stand it
2196,2022-10-08 16:18:16+00:00,0,Twitter Web App,@SC_Griffith narrative. I like my narratives to be all loopy but still form a logically coherent whole
2197,2022-10-08 16:02:40+00:00,5,Twitter Web App,"""Bisexuals"" is trending in the US. Good job, bisexuals! :)"
2198,2022-10-08 15:58:46+00:00,1,Twitter Web App,@not_a_hot_girl That's the amount of time some of the alignment peeps are giving until AGI happens
2199,2022-10-08 15:52:31+00:00,1,Twitter Web App,@profoundlyyyy This makes me sad :(
2200,2022-10-08 15:42:57+00:00,5,Twitter Web App,"@angryfermion You're not missing that much really. The first part was a page turner but then there was all this stuff about Vader being Luke's father, and a long segment of Hobbits crying, and then that whole Green function drama"
2201,2022-10-08 15:37:29+00:00,8,Twitter Web App,"@mealreplacer Don't forget Huelium, the second element in the perEAodic table"
2202,2022-10-08 15:32:24+00:00,3,Twitter Web App,"@ilex_ulmus Okay this was hard but I finally have something: ""What probability do you give for our relationship lasting another 15 years?"""
2203,2022-10-08 15:02:24+00:00,3,Twitter for iPhone,"@EAheadlines @LdsEa Cognitive dissonance may be at work: “I don’t give anything to charity, but I’m a good person. Someone who does must just be a signaling narcissist” etc"
2204,2022-10-08 14:31:49+00:00,0,Twitter for iPhone,@strangestloop I no longer desire certainty. Give me that weird quantum superposition. I can take it
2205,2022-10-08 14:27:33+00:00,11,Twitter for iPhone,"If we only have 8 yrs left, we should get to do only stuff we wanna do. Just saying

Like I wanna just have intellectual discussions, make out, and watch movies :-|"
2206,2022-10-08 14:22:56+00:00,1,Twitter for iPhone,@not_a_hot_girl and there’s my whole strategy to win twitter
2207,2022-10-08 14:20:12+00:00,1,Twitter for iPhone,@not_a_hot_girl @thegoodgodabove To the 1st question: My existence is purely along the imaginary axis :(
2208,2022-10-08 14:16:40+00:00,1,Twitter for iPhone,"@not_a_hot_girl @thegoodgodabove As far as I can tell. I tried to find out how Muhammad would have known about Abraham, etc, pre-vision but no luck"
2209,2022-10-08 13:33:10+00:00,1,Twitter for iPhone,@sujaan_aryal i’m glad u like it 😌
2210,2022-10-08 13:21:52+00:00,1,Twitter for iPhone,"@not_a_hot_girl So this guy named Muhammad turned 40 and went into a cave and there, God (here @thegoodgodabove btw) spoke to him, but thru some angel named Gabriel. Anyway Gab tells him that Abraham was Muslim and Jesus a prophet forseeing the coming of Muhammad himself. Voila Abrahamic. End."
2211,2022-10-08 03:01:23+00:00,1,Twitter Web App,"@sujaan_aryal 4/ And this program called Google Translate that doesn't know Latin started getting kinda better. So now we're kinda hoping that AI smarter than we are will be nice to us instead of trying to exterminate us all, getting back to the laws of robotics thing. End."
2212,2022-10-08 02:57:36+00:00,1,Twitter Web App,"@sujaan_aryal 3/ I am still crushing on her but plz don't tell Alexa. In the year 2000ish some AI named Deep Blue beat a Russian guy at chess. And then all hell starting breaking loose: self-driving cars, computers simulating having feelings, dogs and cats living together."
2213,2022-10-08 02:53:08+00:00,1,Twitter Web App,"@sujaan_aryal 2/ Meanwhile this guy in Texas with really impressive sideburns, Isaac Asimov, created 3 laws so that intelligent robots wouldn't kill us. It seems like maybe that wasn't good enough so people are still working on that one. In 1965 a chatbot named Eliza was born."
2214,2022-10-08 02:50:02+00:00,1,Twitter Web App,"@sujaan_aryal 1/ So in ancient times the god Vulcanus had figured out how to make robots that think for themselves, but he was a god and stuff so it wasn't much help to humans. Later tho this super smart guy named Alan Turing invented a test that  I keep failing."
2215,2022-10-08 02:34:28+00:00,2,Twitter for iPhone,@absurdlymax @ohwizenedtortle y thank u 😌
2216,2022-10-08 02:09:24+00:00,2,Twitter for iPhone,"@ohwizenedtortle 3/ if they *are* worms (or shrimps). Meanwhile over at 80,000 hrs they are spending 80,000 hrs to help other peeps spend 80,000 hrs more basedly. These 3 great branches of badassery - rats, people giving well, and people who actually work, joined together and made EA. Also Huel."
2217,2022-10-08 02:05:54+00:00,2,Twitter for iPhone,"@ohwizenedtortle 2/ And that caused there to be lots of rats on Twitter, some of which are on heroine I still don’t know y. Meanwhile these GiveWell peeps were figuring out how to give well to peeps, and there was a worm controversy but we love people even if they are wrong about worms and even"
2218,2022-10-08 02:02:46+00:00,3,Twitter for iPhone,"@ohwizenedtortle 1/ So a philosopher named Peter Singer said lots of based stuff about ethics that made not-smart people mad. And so did this omg cute other philosopher named Will MacAskill. Meanwhile a guy named Yudkowsky, goddammed smart, wrote a bunch of stuff at a website called Less Wrong"
2219,2022-10-08 01:51:41+00:00,1,Twitter for iPhone,"@panchromaticity i put periods when i want gravitas.

btw i eat people who pronounce it “gravy toss”"
2220,2022-10-08 01:41:20+00:00,3,Twitter for iPhone,"@enlightenedcoop There used to be a plaque in the east village commemorating an event that took place in a parallel universe, but it’s not there anymore. Guess the transdimensional link finally expired…

Anyway many such wonders"
2221,2022-10-07 23:55:30+00:00,7,Twitter for iPhone,😁 https://t.co/FlMSO1tXi2
2222,2022-10-07 23:44:12+00:00,2,Twitter Web App,"@nascentwisp The Very Hungry Caterpillar: ""Would you still love me if I were a worm?"" Editor: ""NO!"""
2223,2022-10-07 23:41:15+00:00,7,Twitter Web App,"Nietzsche is trending, which means lots and lots of people are cutting and pasting ""Nietzsche"" because nobody including me can spell it"
2224,2022-10-07 23:38:13+00:00,1,Twitter Web App,@mysticlustre Hey this looks like the universe I ordered!
2225,2022-10-07 23:22:17+00:00,0,Twitter Web App,@SC_Griffith I only have two settings: nice jeans and crappy jeans
2226,2022-10-07 23:16:15+00:00,1,Twitter Web App,"@schala163 apparently a Scottish guy, but I'm pretty sure I didn't know that 

https://t.co/22gyzI7s4v"
2227,2022-10-07 23:14:04+00:00,1,Twitter Web App,"@RuxandraTeslo i didn't realize it until now but, sadly you're right: i'm made of meat :("
2228,2022-10-07 23:09:53+00:00,1,Twitter Web App,@schala163 When I was 6 I named my goldfish George Matheson :-|
2229,2022-10-07 22:52:49+00:00,1,Twitter Web App,@absurdlymax Anytime 😎
2230,2022-10-07 22:51:06+00:00,2,Twitter Web App,"@nascentwisp 2/ And Eric is like ""Butterfly!!!"" and his editor is like ""Whatever"" So Eric makes this amaaaazing book that like all of us have read, right? It has all this collage-y artwork and this caterpillar who eats lots of stuff and eventually becomes a butterfly :) Totally based. End."
2231,2022-10-07 22:46:51+00:00,1,Twitter Web App,"@nascentwisp 1/ So there was this guy Eric Carle, who was punching holes in paper (like why?) and it made him think of a bookworm. Like a really goddammed big bookworm. He was gonna make it be the hero of a story but his editor was like ""No man, nobody likes bookworms, do a caterpillar"""
2232,2022-10-07 22:41:17+00:00,1,Twitter Web App,"@absurdlymax 3/ quantum electronynamics, along with two other guys. After that about 5 million post docs worked on string theory, which is so damn complicated that people can't even figure out what it predicts. Oh, and quantum many-worlds multiverse something something. End."
2233,2022-10-07 22:39:53+00:00,1,Twitter Web App,"@absurdlymax 2/ Then there was this cool woman named Emmy, like so cool, who discovered that every continous symmetry cooresponds to a conservation law. And there was some guy named Einstein, I forget what he did. After him we had Feynman, who made lots of stories about himself but also"
2234,2022-10-07 22:36:13+00:00,1,Twitter Web App,"@absurdlymax 1/ First Thales thought everything came from water, which is dumb. Then Aristotle said a bunch of stuff that Galileo showed with actual real experiments is also dumb. After him a guy named Newton, who wasn't very nice, came up with 3 laws that are still used to torture undergrads"
2235,2022-10-07 22:26:34+00:00,6,Twitter for iPhone,Give me a subject and I’ll give a really short drunken history version of it
2236,2022-10-07 22:19:44+00:00,1,Twitter for iPhone,@mimi10v3 look at very least choc + caffeine or i’m wrecked
2237,2022-10-07 22:17:19+00:00,2,Twitter for iPhone,@Triooops @utopiannotions Baysed
2238,2022-10-07 22:15:08+00:00,0,Twitter for iPhone,"@ReneeSolana I think Statistics would get killed less while wearing pants. I mean, how can u fight w/out pants?"
2239,2022-10-07 22:10:48+00:00,3,Twitter for iPhone,@utopiannotions frequentists are still surprisingly frequent :-|
2240,2022-10-07 22:08:29+00:00,2,Twitter for iPhone,"Proudly strollin down the sidewalk with my choc Huel, enjoying some nice weather after this cold wet slog of a week"
2241,2022-10-07 20:57:25+00:00,1,Twitter for iPhone,"@RafaRuizdeLira @CineraVerinia Those intuitionists, so cray"
2242,2022-10-07 20:56:17+00:00,1,Twitter for iPhone,"@CineraVerinia @RafaRuizdeLira Peeps were hatin’ on transfinite arithmetic. Seems like someone’s always hatin’ on anything trans. Anyway that kind of thinking underpins set theory, which we now know objectively to be cool. We also know that category theory is objectively cooler. (drunken math history here ha)"
2243,2022-10-07 20:49:26+00:00,2,Twitter for iPhone,"@RafaRuizdeLira David Hilbert said it but about Cantor re set theory. Set theory, pah, category theory is now the cool hang"
2244,2022-10-07 20:46:54+00:00,1,Twitter for iPhone,@Triooops I’m with you: Better to stay self-partnered than be with someone who isn’t a good fit!
2245,2022-10-07 19:39:13+00:00,2,Twitter for iPhone,@polisisti @absurdlymax I like “eh” :)
2246,2022-10-07 18:00:11+00:00,2,Twitter for iPhone,@panchromaticity they really do fr
2247,2022-10-07 16:54:48+00:00,1,Twitter for iPhone,@absurdlymax ego etiam! er… i mean me too!
2248,2022-10-07 16:42:11+00:00,1,Twitter for iPhone,I wonder if the neighbors think I’m speaking Italian to myself
2249,2022-10-07 16:33:19+00:00,9,Twitter for iPhone,No one shall expel us from the paradise which Bayes has created for us.
2250,2022-10-07 16:30:19+00:00,9,Twitter for iPhone,@StefanFSchubert @AndyMasley i’m never leaving :-|
2251,2022-10-07 15:52:36+00:00,1,Twitter for iPhone,@robertzzk striving so hard along the i-direction fr
2252,2022-10-07 15:46:30+00:00,4,Twitter for iPhone,@absurdlymax I forgive u for being a wildly successful stick figure
2253,2022-10-07 15:45:15+00:00,1,Twitter for iPhone,"@robertzzk behind the couch cushions, but i don’t recommend going there"
2254,2022-10-07 15:32:19+00:00,1,Twitter for iPhone,"@NathanpmYoung sometimes i get upset that the world seems to work this way and become bad-vibe-emanating villain me, basically just me again but the sky darkens above me and there are locusts :-|"
2255,2022-10-07 15:26:59+00:00,2,Twitter for iPhone,@AmandaAskell @NathanpmYoung This is partly why I ❤️ EA
2256,2022-10-07 14:13:34+00:00,1,Twitter for iPhone,@JMannhart That’s very encouraging!
2257,2022-10-07 13:40:42+00:00,1,Twitter for iPhone,@imperialauditor to learn languages i ignore all grammar exercises and just reread a ton; i often wonder what would happen treating math like 2nd language acquisition
2258,2022-10-07 03:25:29+00:00,3,Twitter for iPhone,"@hi_frye tweet looks great, replies look great. everything in order here, carry on"
2259,2022-10-07 03:22:14+00:00,3,Twitter for iPhone,pretty sure i’m breaking some law of nature because i look younger close up
2260,2022-10-07 03:06:10+00:00,1,Twitter Web App,@absurdlymax @utopiannotions Cool! Every time I walk through Hell's Kitchen I think of Daredevil
2261,2022-10-07 03:00:05+00:00,1,Twitter Web App,"@absurdlymax @utopiannotions Well, if you're like Spiderman, he would be like Captain Marvel I guess?"
2262,2022-10-07 02:58:54+00:00,2,Twitter Web App,@scrmshw Damn now I want my taco to have a large imaginary part
2263,2022-10-07 02:55:35+00:00,4,Twitter Web App,"I figure I'm in the same boat. Maybe even someone out there is looking for me, too. And I keep asking myself ""What is our Nash equilibrium?"""
2264,2022-10-07 02:53:53+00:00,9,Twitter Web App,"I know a guy who went on 49 dates before he found his husband now of many years.

When he felt like giving up, he told himself: ""If I stop, then someone out there who would have been really happy with me may only find what he is looking for much later, or not at all."""
2265,2022-10-07 02:47:37+00:00,3,Twitter Web App,"@emmalrichter @leah_pierson I applied to 30 jobs before I got the one I currently have... hours and hours writing custom cover letters, the whole deal. Sampling from a power law distribution is prolly what it is."
2266,2022-10-07 02:45:32+00:00,0,Twitter Web App,@eurydicelives me too
2267,2022-10-07 02:43:46+00:00,1,Twitter Web App,@scrmshw guilty as charged🦉
2268,2022-10-07 02:38:57+00:00,1,Twitter Web App,@absurdlymax @utopiannotions U are already an EA superhero Max 😁
2269,2022-10-07 02:36:25+00:00,1,Twitter Web App,"@panchromaticity i can't even imagine my world with an edit button. why, if I had that... https://t.co/9pOpEDvryH"
2270,2022-10-07 02:31:41+00:00,1,Twitter Web App,@nascentwisp https://t.co/QVCF8VjMuy
2271,2022-10-07 02:28:18+00:00,2,Twitter Web App,@evelynisepic I'd take advantage of the blindingly white background following me around by convincing mean people that I'm an angel and they'd better stop being mean or I'll tell them to stop being mean again
2272,2022-10-07 02:23:28+00:00,1,Twitter Web App,@deepfates But 80% of my thoughts come from 20% of my second brain. (The other 20% coming from Twitter)
2273,2022-10-07 02:20:00+00:00,0,Twitter Web App,@FinitePhysicist ...which is a guy with a beard made of tentacles :-|
2274,2022-10-07 02:18:29+00:00,1,Twitter Web App,"@CineraVerinia I mean, I know the universe is already unjust and dumb, but I feel like it would just be digging itself in deeper for u not to eventually find your cuddles"
2275,2022-10-07 02:15:59+00:00,9,Twitter Web App,my fellow touch-starved people of Twitter: some day our box of cuddles will come
2276,2022-10-07 02:11:35+00:00,1,Twitter Web App,"@panchromaticity my friend's instant pot perma smells like oatmeal; somehow this bugs me enough to not get one

but then the inside of my fridge looks like an army of Huel drinks"
2277,2022-10-07 02:05:57+00:00,1,Twitter Web App,@uberwensch_ Okay I feel like I have to say it now: Fēminae fēminās amantēs :) (fēminās being loved ❤️)
2278,2022-10-07 01:55:09+00:00,1,Twitter Web App,"@storebrandguy unless you edit 1,643,240,532 times, at which point you start to encroach on the odds of creating bangers by randomly banging (keys)"
2279,2022-10-07 01:51:44+00:00,2,Twitter Web App,@uberwensch_ This is why it would be better if we spoke Latin
2280,2022-10-07 01:50:38+00:00,2,Twitter Web App,"@absurdlymax @gebrauchsmusik @polisisti Yes. I'd be willing to go all the way up to having to listen to ""I Want it That Way"" by The Backstreet Boys playing in my head for all eternity (fr it's already mostly like that)"
2281,2022-10-07 01:45:19+00:00,3,Twitter Web App,@absurdlymax @gebrauchsmusik @polisisti I'm doing this through coffee. Even though it's filled with nanobots that make me randomly do the funky chicken dance
2282,2022-10-07 01:43:37+00:00,2,Twitter Web App,@absurdlymax quality adjusted light years
2283,2022-10-07 01:41:36+00:00,2,Twitter Web App,@nascentwisp @UntilTrees i would def cuddle a cute ghosty
2284,2022-10-07 01:27:22+00:00,0,Twitter for iPhone,@absurdlymax @InvisibIeyeball i use that same exact test
2285,2022-10-07 01:20:47+00:00,5,Twitter for iPhone,with kisses on the side plz
2286,2022-10-07 01:17:59+00:00,3,Twitter for iPhone,@gebrauchsmusik lots of Dunkin Donuts. coincidence? i think not!
2287,2022-10-07 01:15:35+00:00,2,Twitter for iPhone,"@PipFoweraker @absurdlymax and then there’s the litigious eel, don’t even get me started about that"
2288,2022-10-07 01:12:58+00:00,0,Twitter for iPhone,@TetraspaceWest smeladriel… ok i stop now
2289,2022-10-07 01:07:40+00:00,2,Twitter for iPhone,@PipFoweraker @absurdlymax I felt ok until u got to the contentious eel.
2290,2022-10-07 01:01:07+00:00,3,Twitter for iPhone,@algekalipso I guess people agree with the ancient astronomers. Triangles for me tho! Pointy pointy triangles
2291,2022-10-07 00:57:34+00:00,0,Twitter for iPhone,@TetraspaceWest smelrond of rivensmell
2292,2022-10-07 00:49:12+00:00,1,Twitter for iPhone,@absurdlymax Hmm. Yeah you’re right. But I want Australia https://t.co/u7mUjWSHHg
2293,2022-10-07 00:44:54+00:00,4,Twitter for iPhone,"@tasshinfogleman Gotta try this!

i’m a weirdo -&gt; i’m… uh… specially configured

i don’t understand anything -&gt; i have much understanding to gain

i make cheezy shitpoasts -&gt; i make cheezy shitpoasts :)"
2294,2022-10-07 00:32:15+00:00,1,Twitter for iPhone,@kurioustiger Bruh
2295,2022-10-07 00:28:55+00:00,2,Twitter for iPhone,Wondering how to get all the EA mascots to obey me. I could become ruler of Australia!
2296,2022-10-07 00:25:55+00:00,2,Twitter for iPhone,@austinc3301 @JMannhart @RafaRuizdeLira @WellbyThe291 oh we’re trekkie enough yup
2297,2022-10-06 23:57:29+00:00,5,Twitter for iPhone,reply-guying. can i say “bruh” when i’m doing it? i like how it sounds
2298,2022-10-06 23:55:35+00:00,2,Twitter for iPhone,@IsomorphicPhi and no matter how many times you do it the amount of confusion remains
2299,2022-10-06 23:54:01+00:00,0,Twitter for iPhone,@figworms @TeleFashion @Lisa_Eldridge same here
2300,2022-10-06 23:48:32+00:00,1,Twitter for iPhone,@SC_Griffith join us (moving hands hypnotically)
2301,2022-10-06 23:46:46+00:00,1,Twitter for iPhone,@uberwensch_ Maybe Gödel’s 2nd theorem has a version applying to smart people saying they’re smart 😅
2302,2022-10-06 23:44:30+00:00,2,Twitter for iPhone,@uberwensch_ I once saw that accompanied with Lorentz contraction calculations
2303,2022-10-06 22:52:57+00:00,8,Twitter for iPhone,i want to order a box of snuggly cuddles
2304,2022-10-06 21:58:22+00:00,1,Twitter for iPhone,@Triooops aw that’s cute!
2305,2022-10-06 17:09:01+00:00,2,Twitter for iPhone,"@ReneeSolana When I moved from my old home to a new town, after all sorts of terrible things had happened in the old one. I was a prisoner there…"
2306,2022-10-06 16:11:12+00:00,1,Twitter for iPhone,@nascentwisp :)
2307,2022-10-06 15:16:35+00:00,9,Twitter for iPhone,"I’m adorable and sweet btw, just letting u know"
2308,2022-10-06 15:07:33+00:00,0,Twitter for iPhone,@oskarvavtar @lightediand oh gods using this from now on :-|
2309,2022-10-06 14:21:56+00:00,1,Twitter for iPhone,"@robertzzk @Nicole_Janeway I kinda suspect the same for myself. You know, just mildly"
2310,2022-10-06 02:13:58+00:00,0,Twitter for iPhone,@correctrix 🙏
2311,2022-10-06 00:38:39+00:00,2,Twitter for iPhone,"@robertzzk (calculating by first converting to numbers of shrimp)

huh. I see!"
2312,2022-10-06 00:34:14+00:00,1,Twitter for iPhone,@figworms they’re not dumb they’re great!
2313,2022-10-05 23:19:58+00:00,2,Twitter for iPhone,@enlightenedcoop gotta say this might be like 20% of my strategy too 😅
2314,2022-10-05 22:57:45+00:00,1,Twitter for iPhone,@polisisti That is cool I must say 😎
2315,2022-10-05 22:52:02+00:00,1,Twitter for iPhone,@polisisti But this one isn’t against coronavirus but a different one? Still good tho
2316,2022-10-05 22:49:33+00:00,2,Twitter for iPhone,"@polisisti Cool! Take that, rona!"
2317,2022-10-05 22:10:54+00:00,7,Twitter for iPhone,The only thing I can remember about the 90s is being pissed off that guitar solos died out
2318,2022-10-05 22:07:40+00:00,1,Twitter for iPhone,@lightediand pi ≈ e ≈ 3 😁
2319,2022-10-05 21:45:31+00:00,1,Twitter for iPhone,@absurdlymax Yes! nice pie btw
2320,2022-10-05 21:29:20+00:00,8,Twitter for iPhone,…dreamily drinking my banana Huel
2321,2022-10-05 21:25:33+00:00,14,Twitter for iPhone,"If I ever have a gf again, I want us to make a little book together with lots of drawings in it; it’ll describe everything we hope for, challenges we might face, and what we’ll do about them ❤️

Just saying"
2322,2022-10-05 21:19:37+00:00,2,Twitter for iPhone,@Mario_Gibney Yay! That’s great :)
2323,2022-10-05 20:35:40+00:00,2,Twitter for iPhone,@linaelrasheed fr fr
2324,2022-10-05 20:35:00+00:00,1,Twitter for iPhone,@absurdlymax thanks 🙏
2325,2022-10-05 20:23:39+00:00,3,Twitter for iPhone,@robertzzk u can have that; i want the tentacles
2326,2022-10-05 20:22:19+00:00,6,Twitter for iPhone,i try
2327,2022-10-05 19:43:50+00:00,4,Twitter for iPhone,@EzraJNewman @QualyThe The Qualy account runs me
2328,2022-10-05 19:17:27+00:00,1,Twitter for iPhone,@utilitarianlove Hey that’s right! :)
2329,2022-10-05 19:09:36+00:00,3,Twitter for iPhone,"@absurdlymax Yeah, I’m glad they figured that out :)"
2330,2022-10-05 19:08:43+00:00,2,Twitter for iPhone,@absurdlymax Oh okay. Good to know!
2331,2022-10-05 18:53:20+00:00,7,Twitter for iPhone,If Twitter were destroyed tomorrow where would we all go?
2332,2022-10-05 18:39:01+00:00,6,Twitter for iPhone,Someone plz tell me something positive
2333,2022-10-05 13:48:59+00:00,0,Twitter for iPhone,@correctrix :(
2334,2022-10-05 02:31:53+00:00,2,Twitter Web App,@polisisti @uneventual 🙏
2335,2022-10-05 02:25:02+00:00,1,Twitter Web App,@imperialauditor That sounds plausible! https://t.co/LLctXgxDiu
2336,2022-10-05 01:01:01+00:00,3,Twitter Web App,The only parallel universe version of myself that I can see clearly right now is the one where my name is Tron Bonne and I have little robot minions
2337,2022-10-05 00:58:30+00:00,0,Twitter Web App,@robertzzk @algekalipso Rob you're pointing straight at the downvote thingie!
2338,2022-10-05 00:49:15+00:00,3,Twitter Web App,"What is the closest corporate version of me? Like in that parallel universe where I'm girlbossing, what am I doing?"
2339,2022-10-05 00:39:05+00:00,1,Twitter Web App,"@ReneeSolana yes, oxytocin plz"
2340,2022-10-05 00:35:11+00:00,1,Twitter Web App,@SC_Griffith fr fr
2341,2022-10-05 00:32:04+00:00,6,Twitter Web App,"My students are mostly happy that I'm not trying to kill them, and I'm mostly unhappy that I can't be more useful to them than I am"
2342,2022-10-05 00:20:30+00:00,5,Twitter Web App,"@uneventual If idolizing Julia Galef and trying to have judgment and decision theory administered intravenously counts, then yes."
2343,2022-10-05 00:17:59+00:00,2,Twitter Web App,@CineraVerinia @robertzzk What Rob said.
2344,2022-10-04 23:14:29+00:00,1,Twitter Web App,@nooneofsequence @CineraVerinia Plan B for me
2345,2022-10-04 23:01:36+00:00,5,Twitter Web App,"@linaelrasheed From a physics perspective this could be explained by you having been travelling at about 87% the speed of light the whole time; if this is the case, I say good job, damned impressive!"
2346,2022-10-04 19:48:30+00:00,22,Twitter for iPhone,accidentally maximized futility oops
2347,2022-10-04 19:46:08+00:00,2,Twitter for iPhone,"@robertzzk 0 to 100 was like giving birth for me, man 😅"
2348,2022-10-04 16:04:27+00:00,0,Twitter for iPhone,@figworms i have no words; i’m so sorry that’s your situation.
2349,2022-10-04 15:45:48+00:00,7,Twitter for iPhone,"back on my huelshit again, maximizing utility"
2350,2022-10-04 14:25:02+00:00,3,Twitter Web App,@Aella_Girl good for cleaning out the sink?
2351,2022-10-04 14:22:35+00:00,0,Twitter Web App,@FinitePhysicist good job
2352,2022-10-04 13:55:57+00:00,1,Twitter Web App,@not_a_hot_girl I can understand that; I care about my online land too🙏
2353,2022-10-04 13:18:36+00:00,1,Twitter Web App,@StefanFSchubert windowless house 🧛
2354,2022-10-04 13:17:51+00:00,0,Twitter Web App,@not_a_hot_girl different bad? usually people seem to have the opposite problem: twitter brain worms 😅
2355,2022-10-04 00:28:43+00:00,1,Twitter for iPhone,@polisisti one ea to another: y huello there
2356,2022-10-03 23:03:54+00:00,4,Twitter Web App,"Gonna watch Fullmetal Alchemist in Spanish on the elliptical, take a bath, and have a hot cuppa tea. Gotta balance out all of the day's suckitude"
2357,2022-10-03 22:46:06+00:00,3,Twitter Web App,"If Linux ever goes, I'm going with it"
2358,2022-10-03 22:25:17+00:00,1,Twitter Web App,@austinc3301 that's how it works 👌
2359,2022-10-03 22:22:22+00:00,3,Twitter Web App,@absurdlymax I have a bag of holding that is full of them (sprinkles semicolons all around like the semicolon fairy that I am)
2360,2022-10-03 22:21:14+00:00,4,Twitter Web App,Today combined being Monday with being cold and being wet. I would like to lodge a complaint
2361,2022-10-03 22:17:11+00:00,1,Twitter Web App,@robertzzk @ESYudkowsky it also captures good fashion sense
2362,2022-10-03 22:09:13+00:00,3,Twitter Web App,@punsnparticles Time travel into the future is theoretically possible: Just get on a fast enough rocket
2363,2022-10-03 22:08:41+00:00,0,Twitter Web App,@Vshankar2_17 @punsnparticles I want to believe this :-|
2364,2022-10-03 22:06:05+00:00,7,Twitter Web App,"On my top 10 list of fav inventions: "";"""
2365,2022-10-03 22:01:02+00:00,1,Twitter Web App,"@NathanpmYoung Woman who opens box on her front porch, finding me inside: ""What... the hell? Sending it back""

Me as she closes the box back up: ""But I'm good at maximizing uti (muffled sounds)"""
2366,2022-10-03 21:53:44+00:00,2,Twitter Web App,@idavidrein Must be handly: It's hard to lose that naked guy in Hell's Kitchen
2367,2022-10-03 21:51:26+00:00,0,Twitter Web App,@FinitePhysicist (until it isn't) But that last part is conventionally assumed so we just leave it out
2368,2022-10-03 21:42:26+00:00,1,Twitter Web App,"@polisisti @HuelHater All I have to say is own that damn shrimp suit. Swagger, man, swagger"
2369,2022-10-03 21:38:10+00:00,2,Twitter Web App,"@nvpkp my close irl friends are artists, and this is the only conversation we ever have ha"
2370,2022-10-03 21:35:53+00:00,2,Twitter Web App,"@danielleboccell @wtfTq_pT It's a strong source of corroborative evidence: when theory, experiment, and computation converge it raises confidence that we've got something"
2371,2022-10-03 21:33:20+00:00,3,Twitter Web App,"@danielleboccell @wtfTq_pT In physics I've often seen people describe three axes: theory, experiment, and computation as the third

By this reckoning, computation is a part of science that goes off orthogonaly to the other traditional approaches"
2372,2022-10-03 16:55:25+00:00,1,Twitter for iPhone,"@absurdlymax @sleight_henry Oh awesome, thanks!"
2373,2022-10-03 16:47:00+00:00,1,Twitter for iPhone,"@absurdlymax @sleight_henry def gonna look into this option, thanks! goals"
2374,2022-10-03 14:26:40+00:00,1,Twitter for iPhone,"@correctrix @BlasiaWasia It’s true that I can always think of an external factor to point to in explaining my happiness/unhappiness; at the same time, I’m hesitant to believe various biases don’t apply to me 😅"
2375,2022-10-03 14:03:43+00:00,3,Twitter for iPhone,@BlasiaWasia We get used to whatever the status quo is. In pyschology they call it the adaptation level phenomenon; it may be one reason that rich people can still be unhappy. A partial antidote is reminding ourselves what we’re grateful for every day. I try.
2376,2022-10-03 13:50:02+00:00,1,Twitter for iPhone,"@robertzzk But your point seems to be that I worry too much about making identity statements, which can be true even if there are lots of other things going on. Gotta chew on that. Thanks for explaining!"
2377,2022-10-03 13:36:31+00:00,3,Twitter for iPhone,@BenjaminPritcha @StefanFSchubert Sometimes I use “focus like a laser beam”
2378,2022-10-03 13:26:48+00:00,1,Twitter for iPhone,"@robertzzk And sometimes I think of something truly hilarious to say that I’m pretty sure would get me fired from work for being crude or too sexual 😅

Other things are closer to a gray area there; they might fit into the post-then-delete group sometimes. Anyway you can see why I worry."
2379,2022-10-03 13:20:47+00:00,2,Twitter for iPhone,"@BlasiaWasia @ML_Philosophy Yeah and even that can be so difficult, oy"
2380,2022-10-03 13:17:26+00:00,1,Twitter for iPhone,"@robertzzk It’s prolly partly that; also concern about offending someone or saying something I don’t really mean. And the biggest worry I have is about trolls. I test medium consistently on neuroticism, so that’s in the mix too!"
2381,2022-10-03 13:02:43+00:00,0,Twitter for iPhone,"@robertzzk Maybe just pre-coffee brain here, but what’s the connection?"
2382,2022-10-03 13:01:03+00:00,1,Twitter for iPhone,@robertzzk 😭
